label,text,fullname,replies,retweet,likes
REAL,"মুখের তেলতেলে ভাব দূর করুন মাত্র ১০ মিনিটে। মুখের তৈলাক্ত ত্বক ফর্সা ও উজ্জ্বল করার ৬ টি ঘরোয়া উপায়
#oilyskin #oilyskincare #skincareroutine #oilyskincareroutine #skincare #howtogetridofoilyskin #pimples #stopoilyskin
 ",,,,
REAL,খুশকি দূর করার ঘরোয়া ৬ উপায়  ,,,,
FAKE,মাত্র ২৪ ঘন্টায় লিভার পরিষ্কার ও ভালো করার প্রাকৃতিক উপায় ঘরোয়া উপায় Liver Detox Liver Cleanse  ,,,,
IRRELEVANT,Iron করার ঘরোয়া উপায়   via @YouTube,,,,
REAL,"কষা পায়খানা নরম করার উপায় কোষ্টকাঠিন্য দূর করার ৮ টি সহজ ঘরোয়া উপায়  Home Remedies For Constipation

#constipation #homeremedies #homeremediesforconstipation #constipationhomeremedies #constipationremedies #kabjkailaj #petsaafkarnekeupay ",,,,
REAL,৪ টি ঘরোয়া পদ্ধতিতে মাত্র ৫ মিনিটে দাঁত ঝকঝকে করার উপায়। Bangla Health Tips.   via @YouTube,,,,
REAL,গ্যাস ঠেকানোর ১৪টি ঘরোয়া উপায় জেনে নিন  ,,,,
REAL,চোখের ফোলা ভাব দূর করার কিছু সহজ ঘরোয়া উপায়  ,,,,
REAL,নখের হলদে ভাব দূর করার ঘরোয়া ৫টি উপায়  ,,,,
REAL,জেনে নিন বুকে জমে থাকা কফ দূর করার অসাধারণ ঘরোয়া উপায়   via @Nagorik2,,,,
FAKE,কীভাবে যৌ-শক্তি বাড়াবেন ? এখনই জেনে নিন যৌ-শক্তি বাড়ানোর ঘরোয়া উপায়  ,,,,
IRRELEVANT,বাড়িতে লুকিয়ে থাকা মাকড়সাদের জব্দ করার ঘরোয়া উপায়  ,,,,
REAL,টনসিল এর ব্যথা সারানোর ঘরোয়া উপায়  ,,,,
IRRELEVANT,chana/curd cheese recipe | perfect ছানা তৈরী করার ঘরোয়া উপায়:   via,,,,
REAL,"Skin Freshening কি ও কেন ? ঘরোয়া উপায় স্কিন ফ্রেশনিং কিভাবে করবেন ? DIY Skin Freshening Tips  

#skinfreshening #skinfresheningtips #diy #doityourself #beautytips #skincare #glowingskin #clearskin #skincareroutine #banglahealthtipslive #skinwhitening ",,,,
REAL,দাড়ি গজানোর ঘরোয়া উপায় ।।,,,,
REAL,শরীরের ফেটে যাওয়া দাগ সারানোর ৫টি ঘরোয়া উপায় শিখুন  ,,,,
REAL,পাকা চুল কালো করার ঘরোয়া উপায়  ,,,,
REAL,মেয়েদের অনিয়মিত মাসিকের কারণ ও করণীয় । নিয়মিত করার ঘরোয়া উপায়   via @YouTube,,,,
FAKE,১৫ দিনে ওজন কমানোর ঘরোয়া উপায় | 15 dine ojon komanor upay  ,,,,
REAL,জেনে নিন বুকে বসে যাওয়া কফ দূর করার ঘরোয়া উপায় - Bangla Health Tips | Fusion Care  ,,,,
REAL,এলার্জি থেকে বাঁচার ঘরোয়া উপায়  ,,,,
REAL,জেনে নিন গ্যাস্ট্রিক সমস্যা সমাধানের কিছু সহজ এবং কার্যকরী ঘরোয়া উপায়  ,,,,
REAL,মুখের কালো দাগ দূর করার ঘরোয়া উপায় || mukher kalo dag dur korar ghoroa upay:,,,,
REAL,কোষ্ঠকাঠিন্য দূর করার ঘরোয়া কার্যকরী উপায় দেখুন. . .  ,,,,
IRRELEVANT,রূপার গয়না উজ্জ্বল রাখার ঘরোয়া উপায়  ,,,,
REAL,নাক ডাকা বন্ধ করার সহজ ও ঘরোয়া কিছু উপায় | BD Health  ,,,,
IRRELEVANT,পিঁপড়া তাড়ানোর ঘরোয়া উপায়  ,,,,
REAL,এমন বিপদ ঘটলে গলাকে কাঁটার হাত থেকে বাঁচাতে সাধারণত ঘরোয়া কিছু উপায় রয়েছে....বিস্তারিত  ,,,,
REAL,"স্বাস্থ্য নিষয়ক ----------31-01-2019

মাইগ্রেনের ব্যথা নিয়ন্ত্রণের ঘরোয়া উপায় 

Health- Education and Politics : Domestic way to control migraine pain  ",,,,
REAL,খুব বেশী কফ জমে থাকার কারণে শ্বাসকষ্টও দেখা দেয়। তাই বুকে জমে থাকা এই কফ দূর করার জন্য রয়েছে কিছু অসাধারণ ঘরোয়া উপায়।  ,,,,
REAL,স্মৃতিশক্তি বাড়ানোর ঘরোয়া ২ উপায় || Domestic way to increase memory  ,,,,
IRRELEVANT,মাছের ফর্মালিন দূর করার ঘরোয়া উপায়  ,,,,
REAL,ঘরোয়া উপায় দূর করুন অ্যাসিডিটি  ,,,,
REAL,"দাঁতের ব্যথা দূর করার ঘরোয়া উপায় ও হোমিওপ্যাথিক চিকিৎসাঃ

যখন দাঁতের কেন্দ্রীয় অংশে যা পাল্প নামে পরিচিত সেখানে যন্ত্রণা ও প্রদাহ হয় তখনই দাঁত ব্যথা মারাত্মক আকার ধারণ করে। বিভিন্ন স্নায়ুর শেষ প্রান্ত নিহিত থাকে  ",,,,
REAL,হতাশা দূর করার ঘরোয়া উপায়  ,,,,
REAL,"মাত্র ১ মাসে গ্যাস্ট্রিক আলসার থেকে মুক্তির ঘরোয়া উপায় Gastric Stomach Peptic Ulcer Home Remedies

#gastric #stomach #pepticulcer #homeremedies #gastricproblemsolution #gastricproblem #gasproblem #gasproblemsolution #homeremediesforgastricproblem ",,,,
REAL,টানা ৩ দিন ব্যবহারে সাদা চুল ইচ্ছেমত অন্ধকার কালো করার ঘরোয়া উপায়   via @YouTube,,,,
REAL,10 বিউটি টিপস- সৌন্দর্য্য বাড়ানোর কিছু সহজ ঘরোয়া উপায়  ,,,,
REAL,দাদ হাজা চুলকানি রোগ থেকে মুক্তির ঘরোয়া উপায়   via @YouTube,,,,
REAL,অল্প বয়সে চুল পাকা বন্ধ করার ৫টি ঘরোয়া উপায়   via @YouTube,,,,
REAL,চুলের অকালপক্কতা রোধে ঘরোয়া কিছু উপায়  ,,,,
REAL,অ্যাসিডিটি দূর করার ঘরোয়া উপায়,,,,
REAL,বগলের দাগ দূর করার ঘরোয়া উপায়  ,,,,
REAL,"আদা দিয়ে মাত্র ১০ দিনে চুল কে দ্রুত লম্বা ও ঘন কালো করার ঘরোয়া উপায় । via @YouTube
#Ginger for Hair Growth
#Hair_Growth",,,,
FAKE,পৌরুষত্ব বাড়ানোর ছয় ঘরোয়া উপায়  ,,,,
REAL,হাঁচি কমাতে ঘরোয়া উপায় | কালের কণ্ঠ  ,,,,
REAL,খুব সহজে বমি বমি ভাব দুর করার দারুন ঘরোয়া উপায়   via @YouTube,,,,
AD,চোখের নিচের কালো দাগ দূর করার কিছু ঘরোয়া উপায় ও প্রোডাক্ট।  ,,,,
REAL,চিকেন পক্স হলে তার থেকে মুক্তি পাওয়ার কিছু ঘরোয়া উপায় -  ,,,,
IRRELEVANT,ছারপোকা তাড়ানোর খুব সহজ পরিক্ষিত ৭টি ঘরোয়া উপায়  ,,,,
REAL,উকুনের জ্বালা থেকে মুক্তির ঘরোয়া উপায়  ,,,,
REAL,"অর্শরোগ বা পাইলস থেকে বাঁচার ঘরোয়া ৫টি উপায়, জেনে নিন  ",,,,
IRRELEVANT,খাঁটি স্বর্ণ চেনার ঘরোয়া উপায়  ,,,,
REAL,ব্রণ দূর করার পাঁচটি ঘরোয়া উপায়  ,,,,
REAL,ঘুমের মধ্যে পেশি টান সারানোর ঘরোয়া উপায়  ,,,,
REAL,বয়সের ছাপ দূর করার ঘরোয়া উপায় | Bnews21  ,,,,
REAL,আঁচিল দূর করার ৭টি কার্যকরী ঘরোয়া উপায়  ,,,,
REAL,সর্দিতে নাক বন্ধ? জেনে নিন সারানোর সহজ ঘরোয়া উপায়  ,,,,
REAL,পেট থেকে গ্যাস দূর করার ঘরোয়া উপায়  ,,,,
REAL,গ্রিন টি দিয়ে ত্বকের ব্রণ দূর করার সহজ ঘরোয়া উপায়। জেনে নিন ব্রণ ভালো কর...   via @YouTube,,,,
REAL,হাত পা কেটে গেলে রক্তপাত বন্ধের ঘরোয়া উপায় || হেলথ এপিসোড || health episode  ,,,,
REAL,"দাঁত একেবারে ঝকঝকে সাদা করে তুলতে না পারলে মনে শান্তি পাচ্ছেন না? জেনে নিন তার ঘরোয়া উপায়
 ",,,,
REAL,ঘরোয়া পদ্ধতিতে মাড়ি থেকে রক্ত পড়া রোধের উপায়  ,,,,
REAL,ত্বকের বলিরেখা সমস্যা সমাধানে সহজ ঘরোয়া উপায় -  ,,,,
REAL,কেটে গেলে রক্তপাত বন্ধের ঘরোয়া উপায়।  ,,,,
IRRELEVANT,টিকটিকি তাড়ানোর সহজ ও ঘরোয়া উপায় জেনে নিন - Bangla Health Tips | Fusion Care  ,,,,
REAL,সাইনোসাইটিস মোকাবেলায় ঘরোয়া উপায়।  ,,,,
REAL,মাইগ্রেনের ব্যথা থেকে মুক্তির ঘরোয়া উপায়।  ,,,,
REAL,নাক ডাকা বন্ধ করার সহজ ও ঘরোয়া কিছু উপায়  ,,,,
QUERY,কাশি দূর করার ৮টি কার্যকরী ঘরোয়া উপায় জানেন কি?  ,,,,
REAL,ব্ল্যাকহেডস দূর করার ঘরোয়া ৩ উপায়  ,,,,
REAL,শীতকালে মুখের ত্বক সুন্দর রাখার ঘরোয়া উপায়।  ,,,,
REAL,মাথায় নতুন চুল গজানোর দারুন এক ঘরোয়া উপায়!  ,,,,
REAL,অ্যাসিডিটি কমানোর ঘরোয়া উপায়  ,,,,
FAKE,"জেনে নিন, কিডনি পরিষ্কারের ঘরোয়া উপায়। তাও আবার মাত্র পাঁচ টাকায়।

১. পরিষ্কার পানিতে ধুয়ে নিন এক আঁটি ধনেপাতা।
২. এরপর কুচি কুচি করে কেটে একটি পাত্রে রাখুন। 
৩. পাত্রে কিছুটা পানি দিয়ে ১০ মিনিট ফুটিয়ে নিন।",,,,
REAL,"মেছতা দূর করার ঘরোয়া উপায় – today bangla news  
#মেছতা #healthtipsbangla #টিপস্ #healthtipsbangladesh",,,,
REAL,মুখের অবাঞ্ছিত লোম হওয়ার কারন ও দূর করার ঘরোয়া উপায় || টপ টিপস  ,,,,
REAL,"মশা তাড়ানোর ঘরোয়া উপায় ,যা আপনার শরীরের জন্য ক্ষতিকারক নয় -  ",,,,
REAL,মানসিক চাপ কাটানোর ঘরোয়া উপায় জেনে রাখুন  ,,,,
REAL,দাঁতের হলুদদাগ দূরীকরণে সহজ ঘরোয়া উপায়  ,,,,
REAL,ট্যাবলেট ছাড়ায় মাসিকের ব্যাথা কমানোর ঘরোয়া উপায়।মাসিকের ব্যাথা দূর করার ঘরোয়া উপায়।    ,,,,
REAL,গ্যাস্ট্রাইটিস নিয়ণ্ত্রনের ঘরোয়া উপায়।  ,,,,
FAKE,৫ টাকায় কিডনি ক্লিন! জেনে নিন ঘরোয়া উপায় | banglanewspaper  ,,,,
REAL,ঘামের দুর্গন্ধ দূর করার ঘরোয়া উপায়  ,,,,
REAL,স্ট্রেচ মার্ক বা ত্বকের ফাটা দাগ দূর করার ঘরোয়া উপায়।। টপ টিপস  ,,,,
REAL,পাইলস বা অশ্ব রোগ থেকে মুক্তি পাওয়ার ঘরোয়া উপায় জেনে নিন - Bangla Health Tips | Fusion Care  ,,,,
REAL,ঘামাচি দূর করার ঘরোয়া উপায় | Asian Times of Bangladesh:  ,,,,
REAL,চোখের নিচে কালো দাগ পড়া নিয়ে চিন্তিত? ঘরোয়া পধতিতে চোখের নিচে কালো দাগকে ঝটপট দূর করার উপায় জেনে নিন   via @রূপকাহন.কম,,,,
REAL,গরমে ঘামাচি নিরাময়ের ঘরোয়া উপায়  ,,,,
REAL,খুশকি দূর করার ঘরোয়া উপায়  ,,,,
REAL,"লিভার সুস্থ রাখতে চান,জেনেনিন লিভার সুস্থ রাখার কয়েকটি ঘরোয়া উপায় - UBG NEWS  ",,,,
REAL,কাঁধের ব্যথা? ট্রাই করুন ঘরোয়া ৪ উপায়  ,,,,
REAL,ছিঁড়ে যাওয়া রুক্ষ চুল লম্বা ও সিল্কি করার সবচেয়ে সহজ ঘরোয়া উপায় - Hair Growth  via @YouTube,,,,
REAL,জ্বর সারানোর ঘরোয়া উপায়  ,,,,
REAL,"লিভার সুস্থ রাখতে চান,জেনেনিন লিভার সুস্থ রাখার কয়েকটি ঘরোয়া উপায়  ",,,,
IRRELEVANT,কিছু ঘরোয়া উপায় জানা থাকলে রুপার জিনিসকে ঘরে বসেই চকচকে করতে পারেন............  ,,,,
REAL,ব্রন মেছতা কালো দাগ দূর করার ঘরোয়া উপায় জেনে নিন || How To Remove BlackHeads   via @YouTube,,,,
REAL,দাঁত ব্যথা কমাতে তিন ঘরোয়া উপায় | banglanewspaper  ,,,,
FAKE,৩ দিনে কালো হাত পা সাদা করার ঘরোয়া উপায়  - ১০০% গ্যারেন্টি ।   via @YouTube,,,,
REAL,ঘামের বিচ্ছিরি গন্ধ দূর করার ৫ টি চমৎকার ঘরোয়া উপায়  ,,,,
REAL,"বদহজম, গ্যাস, পেট ফোলা, এসিড হবার প্রধান কারণ ও তা থেকে মুক্তি পাবার সহজ ও ঘরোয়া উপায় -    ",,,,
REAL,হাতের কনুই এর কালো দাগ দূর করার পাঁচটি ঘরোয়া উপায় -  ,,,,
REAL,গ্যাস্ট্রিকের সমস্যা সমাধানে ঘরোয়া উপায়  ,,,,
REAL,খুশকি দূর করার ঘরোয়া উপায়  ,,,,
FAKE,"৫ টাকায় কিডনি ক্লিন! জেনে নিন ঘরোয়া উপায়|  Online Desk
তেল, ঝাল, মশলা খেয়ে হাত তো ঠিকই ধুচ্ছেন, তবে কিডনি কি পরিষ্কার করছেন? না, তা কি সম্ভব নাকি! উত্তর হবে- হ্যাঁ, সম্ভব। হাতের কাছেই আছে এর সমাধান। ",,,,
REAL,বুকে জমে থাকা কফ দূর করার ঘরোয়া উপায় জানতে ভিডিওটি দেখুন - Bangla Health Tips | Fusion Care  ,,,,
FAKE,Liked on YouTube: মাত্র ১ দিনে ঘন কালো দাড়ি গজানোর ঘরোয়া উপায় ||  GROW YOUR BEARD SUPER  FASTER  ,,,,
REAL,হাঁচি কাশি থেকে মুক্তির সহজ ঘরোয়া উপায় জেনে নিন - Bangla Health Tips | Fusion Care  ,,,,
IRRELEVANT,ঘরোয়া উপায়ে ইঁদুরের উপদ্রব বন্ধের উপায় || হেলথ এপিসোড || health episode  ,,,,
FAKE,Liked on YouTube: ভিটামিন ই ক্যাপসুল ব্যবহার করে চাঁদের মতো ফর্সা ত্বক পাবেন| উজ্জ্বল ফর্সা ত্বক পাওয়ার ঘরোয়া উপায়|  ,,,,
REAL,থাইরয়েডের সমস্যা নিয়ন্ত্রণে রাখার ঘরোয়া ৪ উপায়  ,,,,
REAL,বগলের কালচে দাগ দূর করার ঘরোয়া উপায়  ,,,,
REAL,ব্রণ-মেছেতার দাগ মুছে ফেলার ঘরোয়া উপায়  ,,,,
REAL,বাচ্চার পেটে গ্যাস(বদহজম) দুর করার ঘরোয়া উপায় | Home Remedy For Baby | Stomach Pain  ,,,,
REAL,মুখের কালো দাগ বা ছোপ ভ্যানিস করারা ঘরোয়া উপায়।   ,,,,
REAL,পেট থেকে গ্যাস দূর করার ঘরোয়া উপায়: | কালের কণ্ঠ | kalerkantho  ,,,,
FAKE,Liked on YouTube: মসুর ডাল দিয়ে দুধের মতো ফর্সা চেহারা পাওয়ার উপায়।চেহারার রং সাদা ধবধবে করার ঘরোয়া উপায়।  ,,,,
FAKE,ফর্সা হওয়ার শ্রেষ্ঠ ও সহজ ঘরোয়া উপায়! ফর্সা হওয়ার নতুন টিপস! Get Fair Skin   ,,,,
REAL,ডার্ক সার্কেল দূর করার ঘরোয়া উপায় || How to Remove Dark Circles Under ...   via @YouTube,,,,
REAL,সব তথ্য ২৪ ঘন্টা: ফর্সা হওয়ার প্রাকৃতিক বা ঘরোয়া উপায়  ,,,,
FAKE,Watch “#ব্রণ ও ব্রণের দাগ দূর করার ১০০% কার্যকরী ঘরোয়া উপায়!” on YouTube   ,,,,
REAL,পাকা চুল কালো করার ঘরোয়া ৪ উপায়  ,,,,
REAL,মাথার সামনের চুল গজানোর ঘরোয়া উপায়  ,,,,
FAKE,ঘরোয়া টোটকায় বিছানায় ঝড় তোলার সেরা উপায়।  ,,,,
REAL,নখের কোনা ডেবে যাওয়া নিরাময়ের ঘরোয়া এবং প্রাকৃতিক উপায়?  ,,,,
FAKE,গলব্লাডারের সমস্যায় ভুগছেন? জেনে নিন ঘরোয়া উপায়ে সামলানোর উপায় - Bangla Health Tips | Fusion Care  ,,,,
FAKE,"মাত্র ১০ মিনিটে শরীরের যে কোনো এলার্জি দূর করার ঔষুধ।চর্মরোগ দূর করার ঘরোয়া উপায় itching treatment

 ",,,,
REAL,দ্রুত মাথা ব্যথা দূর করার ঘরোয়া উপায় জেনে নিন  ,,,,
REAL,মাত্র ৫ মিনিটেই হাতের কনুই ও পায়ের হাটুর কালো দাগ দূর করার উপায়।কালো দাগ দূর করার ঘরোয়া উপায়।    ,,,,
REAL,পাতলা ও ঝরে পড়া চুলকে মোটা/ঘন-লম্বা করার একমাত্র ঘরোয়া উপায়|How to get long shiny hair|    ,,,,
REAL,ব্ল্যাকহেডস দূর করার ঘরোয়া উপায়.  ,,,,
UNSURE,Liked on YouTube: মাত্র ২ দিনে মেছতা দূর করার ঘরোয়া উপায় ।।ত্বক সমস্যার সমাধান পর্ব ৫  ,,,,
FAKE,Liked on YouTube: ১৫ মিনিটে চেহারাকে করে তুলুন দুধের থেকেও ফর্সা।কোন ক্যামিক্যাল ছাড়াই ঘরোয়া উপায় ফর্সা হওয়ার টিপস  ,,,,
REAL,ফর্সা হবার সহজ ও শ্রেষ্ঠ ঘরোয়া উপায় । Best Skin Whitening Remedy    ,,,,
REAL,ঘরোয়া উপায়ে মাথা ব্যাথা ভালো করার উপায়   via @YouTube,,,,
UNSURE,ওষুধ ছাড়া সুস্থ থাকার ঘরোয়া উপায় জেনে নিন উপকারে লাগবে - Bangla Health Tips | Fusion Care  ,,,,
REAL,মাইগ্রেনের ব্যথা থেকে মুক্তির ঘরোয়া 9 টি উপায়!  ,,,,
REAL,সাদাস্রাবজনিত সমস্যা সমাধানের কয়েকটি ঘরোয়া উপায়  ,,,,
IRRELEVANT,কিছুতেই পোশাকের নাছোড় দাগ তুলতে পারছেন না? এ সব ঘরোয়া উপায় হতে পারে মুশকিল আসান. #news #Indianews #Bengalinews #newsinBengali #India. source: ,,,,
REAL,পাকা চুলের সমস্যা দূর করতে ঘরোয়া ৪ উপায়  ,,,,
REAL,I've just posted a new blog: নাক ডাকা বন্ধ করার সহজ ও ঘরোয়া কিছু গোপন উপায়!  ,,,,
REAL,জেনে নিন এই গরমে ঘামাচি থেকে মুক্তির ঘরোয়া উপায়।ঘামাচি প্রতিরোধের প্রাকৃতিক উপায়। Ghamaci dur kora    ,,,,
FAKE,বন্ধ্যাত্ব সমস্যা সমাধানে ঘরোয়া উপায়  ,,,,
REAL,হজমের সমস্যা দূর করার ঘরোয়া উপায়  ,,,,
REAL,ব্রণ থেকে মুক্তি পেতে ঘরোয়া উপায়  ,,,,
FAKE,মেথি বীজের সাহায্যে দ্রুত ওজন কমানোর পাঁচ ঘরোয়া উপায়  ,,,,
REAL,ধপধপে সাদা নখ পাওয়ার ঘরোয়া উপায় -  ,,,,
REAL,নাক ডাকা বন্ধ করার ঘরোয়া উপায় | Part 02 |   via @YouTube,,,,
REAL,চুল কে দ্রুত লম্বা ও ঘন করার জন্য একটি দুর্দান্ত ঘরোয়া উপায় | এবার চুল লম্বা হবে খুব সহজেই    ,,,,
REAL,#জেনে নিন পায়ের দুর্গন্ধ দূর করার ঘরোয়া উপায়।  ,,,,
REAL,ঝটপট গ্যাস্ট্রিকের সমস্যা সমাধানের ঘরোয়া উপায়। এসিডিটি এবং গ্যাস দূর করা  via @YouTube,,,,
REAL,১ মিনিটে দাঁত ঝকঝকে সাদা করার ঘরোয়া উপায়  ,,,,
REAL,শীতে খুশকি দূর করার ঘরোয়া ৬ উপায়  ,,,,
REAL,ত্বকের বয়স কমানোর ঘরোয়া উপায়  ,,,,
REAL,দাঁতে হলদে ছোপ পড়ছে? দূর করতে ১০টি ঘরোয়া উপায়   via @KhaborOnline,,,,
REAL,"আপনার দাঁত ক্রমশ হলদে হয়ে যাচ্ছে? জেনে নিন তা ঝকঝকে সাদা করে তোলার ঘরোয়া উপায়
 ",,,,
REAL,গলা ব্যথা নিরাময়ের ঘরোয়া উপায়  গলা-ব্যথা-নিরাময়ের-ঘরোয়া/,,,,
REAL,শীতে ঘরোয়া ৬ উপায় টনসিল সারানোর  ,,,,
REAL,শীতে টনসিল সারানোর ঘরোয়া ৬ উপায়  ,,,,
REAL,"ঠোঁট কালো হয়ে যাচ্ছে ক্রমশ? জেনে নিন তার পুরোনো জেল্লা ফিরিয়ে আনার ঘরোয়া উপায়
 ",,,,
REAL,নাক ডাকা বন্ধ করার ঘরোয়া উপায় | nak daka bondho korar upay |   via @YouTube,,,,
REAL,শুষ্ক ত্বকের যত্নে ১০টি ঘরোয়া উপায়,,,,
REAL,ঘামাচি থেকে মুক্তি পেতে দেখুন এই ঘরোয়া উপায়  ,,,,
REAL,সর্দি কাশি দূর করার ঘরোয়া উপায়-Top 10 Best Natural #Cold & #Cough_Remedies   via @YouTube,,,,
REAL,  » ব্রণ দূর করার ছয়টি কার্যকরি ঘরোয়া উপায়।  ব্রণ-দূর-করার-ছয়টি-কার্যক/ via @getsocial_io,,,,
REAL,ঘরোয়া পদ্ধতিতে হালুদ দাঁতকে সুন্দর সাদা করার উপায়  ,,,,
UNSURE,রোজার মধ্যে শারীরিক দুর্বলতা কাটানোর ঘরোয়া উপায়।  ,,,,
REAL,ত্বকের বয়স কমানোর ঘরোয়া কিছু উপায়  ,,,,
REAL,নাক ডাকা বন্ধ করার ঘরোয়া বিশেষ ২০টি উপায়   via @somvob2,,,,
IRRELEVANT,তেলাপোকামুক্ত ঘর পেতে বাজারচলতি নানা রাসায়নিক স্প্রে-র উপর নির্ভর করেন অনেকেই। কিন্তু সে সব রাসায়নিকেরও কিছু ক্ষতিকর দিক আছে। কিছু ঘরোয়া উপায় মানলে ঘর থেকে তেলাপোকাকে সরানো যায় দ্রুত।  ,,,,
FAKE,"গাউটি আর্থ্রাইটিস, গাউট, বাত ব্যথা থেকে মুক্তির ঘরোয়া উপায় পর্ব ১ Gout, Gouty Arthritis Treatment
 ",,,,
REAL,Health tips | মাসিকের ব্যথা কমানোর ঘরোয়া উপায় | Health for life | Bangla health tips    ,,,,
FAKE,ঘাড়ের ও গলার কালো দাগ দূর করার ঘরোয়া সহজ জাদুকরী উপায়। গলার কালো দাগ দূর  via @YouTube,,,,
REAL,ফাটা ঠোঁটকে মসৃণ করার আটটি ঘরোয়া উপায়  ,,,,
IRRELEVANT,আম সংরক্ষণের ঘরোয়া উপায়  ,,,,
REAL,সেনসিটিভ স্কিন সমস্যা সমাধানে ঘরোয়া উপায় -  ,,,,
UNSURE,ভুঁড়ি কিছুতেই কমছে না? ঘরোয়া এই সব উপায় মানলেই কমবে পেটের মেদ  ,,,,
UNSURE,বুকের কফ মাত্র ২ দিনে দূর করার ঘরোয়া উপায়! | Kolome Kolkata  ,,,,
UNSURE,"মাত্র ৭ দিনে চুলকে ঘন কালো ও লম্বা করার ঘরোয়া উপায় । Super Grow Long & Thicken Hair
   via @YouTube",,,,
REAL,মাইগ্রেনের ব্যথা দূর করার ঘরোয়া উপায় দূর করুন মাত্র ১০ মিনিটে।   via @YouTube,,,,
REAL,দ্রত চুল ঘন ও লম্বা করার ঘরোয়া উপায় | অল্প সময়ে দ্রুত চুল লম্বা ও ঘন   via @YouTube,,,,
REAL,ত্বকের যত্ন নিন সঙ্গী হোক এই ৪ ঘরোয়া উপায়   via @Eisamay,,,,
REAL,মুখের অতিরিক্ত লোম দূর করুন ঘরোয়া উপায়। মুখের অবাঞ্ছিত লোম দূর করার উপায়  via @YouTube,,,,
REAL,কিডনি ভালো রাখার সহজ ও ঘরোয়া ৯ টি উপায়!   via @dhaka18c,,,,
REAL,শুষ্ক ত্বক নিরাময়ে অব্যর্থ কয়েকটি সহজ ঘরোয়া উপায় জেনে রাখুন। |  via @YouTube,,,,
FAKE,"ত্বকের মৃত কোষ দূর করার কিছু ঘরোয়া উপায়, এটি ১০০% কার্যকরী ! জানতে ভিদিওটি দেখুন ।   via @YouTube",,,,
REAL,"ওষুধ ছাড়াই দূর করুন কালো দাগ

ওষুধ ছাড়াই কালো দাগ দূর করতে চান? কিছু উপায় অবলম্বন করলে এই কালো দাগের হাত থেকে মুক্তি মিলবে সহজে। একেবারেই সহজলভ্য উপাদান ও নামমাত্র খরচেই বানিয়ে নিন ঘরোয়া কিছু প্যাক।  ",,,,
REAL,গলা বসে গেলে ঘরোয়া চিকিৎসার উপায় - DEHO  ,,,,
REAL,"মাত্র ৫ মিনিটেই হাতের কনুই ও পায়ের হাটুর কালো দাগ দূর করার উপায়।কালো দাগ দূর করার ঘরোয়া উপায়।
#Foot_Whitening_Tips
#Feet_Whitening_Remedy
  via @YouTube",,,,
REAL,ক্ষতের দাগ মুছে ফেলার সেরা ৫টি ঘরোয়া উপায় ও টিপস  ক্ষতের-দাগ-মুছে-ফেলার-সেরা-৫টি-ঘরোয়া-উপায়-ও-টিপস,,,,
REAL,চুল পড়া কমানোর সহজ উপায় | চুল পড়া কমাতে ৫ টি ঘরোয়া পদ্ধতি |   via @YouTube,,,,
REAL,চুল কালো করুন | ঘরোয়া উপায়ে | সাদা চুল কালো করার ম্যাজিক উপায় | Beauty Tips Bangla  ,,,,
REAL,"সর্দি কাশি দুর করার এ যাবত কালের সবচেয়ে সহজ ঘরোয়া উপায়,যা 100% কার্যকরী ...   via @YouTube",,,,
REAL,বগলের বিচ্ছিরি কালো দাগ দূর করতে শিখে নিন ঘরোয়া ৫ টি উপায় -  ,,,,
REAL,"গলা ব্যথার ঔষধ, গলা ব্যথার দোয়া, গলা ব্যথার ট্যাবলেট, গলা ব্যথা হলে করণীয়, গলা ব্যথার এন্টিবায়োটিক, গলা ব্যথা হওয়ার কারণ, গলা ব্যথা কমানোর উপায়, গলা ব্যথার ঔষধ নাম, গলা ব্যথার ঘরোয়া চিকিৎসা, গলা ব্যথার কারণ কি",,,,
REAL,রক্তের খারাপ কোলেস্টেরল কমানোর কার্যকরী ঘরোয়া উপায়।How to Reduce bad cholesterol   via @YouTube,,,,
REAL,দাদ থেকে মুক্তির ঘরোয়া উপায় জেনে নিন - Bangla Health Tips | Fusion Care  ,,,,
FAKE,"গলব্লাডারে পাথর হওয়া আটকানোর ঘরোয়া উপায় দিলেন গবেষকরা। আরো জানতে দেখুন
#bengalinews #magazine #headlines #medicalscience
 ",,,,
FAKE,Liked on YouTube: মাত্র ১ দিনে কালো পা সাদা করার ঘরোয়া উপায়  পায়ের কালো দাগ দূর করার উপায় পা ফাটা দূর করার উপায়  ,,,,
REAL,"Health Tips || মুখের দুর্গন্ধ, দূর করার - ঘরোয়া উপায় || স্মৃতিশক্তি, ব...   via @YouTube",,,,
REAL,শীতে পা ফাটা সমস্যা সমাধানের ঘরোয়া উপায় জেনে নিন   via @@BoguraGood,,,,
REAL,কোমর ব্যথা কমানোর পাঁচটি ঘরোয়া উপায় জেনে রাখুন  ,,,,
QUERY,"শীতকালে পা, ঠোঁট ফেটে যাওয়া থেকে মুক্তি পেতে ঘরোয়া কিছু উপায় জানাতে পারবেন ? ",,,,
REAL,নিখুঁত মুখের ত্বক অযাচিত দাগ দূর করার ঘরোয়া উপায়  ,,,,
REAL,খুসকি দূর করার কয়েকটি ঘরোয়া উপায়  ,,,,
REAL,এলার্জির প্রাথমিক ও ঘরোয়া চিকিৎসা.,,,,
